,Unnamed: 0,artistName,averageUserRatingForCurrentVersion,contentAdvisoryRating,currency,description,fileSizeBytes,formattedPrice,languageCodesISO2A,primaryGenreName,sellerName,trackCensoredName,userRatingCount
0,3,LifeScan Inc.,4.75504,17+,USD,"The OneTouch Reveal™ mobile app has helped over one million people take a step forward in their diabetes management. The OneTouch Reveal™ app can be used to manage type 1, type 2 and gestational diabetes.

The OneTouch Reveal™ app works seamlessly with the OneTouch Verio Reflect® meter and OneTouch Verio Flex® meter, using ColorSure® technology to change the way you see your blood sugar.

Helps you easily spot blood sugar patterns

- Transforms data into colorful snapshots that connect your blood sugar with food, insulin and activity.
- Draws a timeline of important blood sugar events and activities, highlighting when you have been repeatedly out of range.
- Receive automatic notifications on your smartphone when a high or low blood glucose pattern is detected.

Personalize your diabetes management tools

- Set personalized reminders to stay on top of patterns, meds, food, exercise—whatever you need to manage your diabetes.
- With the Blood Sugar Mentor™ feature, you get personalized guidance, insight, and encouragement to help you make adjustments to manage your blood sugar. (only available when using the OneTouch Verio Reflect® meter).
 
Set up and track personalized goals and visualize your progress over time.

- BG Tests: Test your blood sugar to identify patterns.
- Step Tracking: Monitor the number of steps you walk each day.
- Carb Tracking: Regularly log the carbohydrates you eat to see the correlation between your food intake and your blood sugar levels.
- Activity Tracking: Track the amount of exercise you are getting.
 
Easy-to-view diabetes logbook

- Automatically logs and organizes your blood glucose results.
- Identify high and low blood glucose results with the color-coded logbook.
- See how you’re doing at a glance, with a simple 14-, 30- and 90-day overview of your blood sugar results.
 
Other helpful blood glucose management features

- Share your progress with your care team between visits – you can email your personalized diabetes report.
- Connect with Apple® Health to share your health information.
- The A1c comparator on the OneTouch Reveal® mobile app lets you compare your lab A1c to the average of your blood sugar readings from the last 90 days.
- The integrated food library allows for quick access to your favorite foods.
 
Get OneTouch® products delivered to your home
- Sign up for one of our convenient subscriptions or just order products when you need them. 
 
One-on-one coaching at your fingertips
- Sign up for a coaching subscription to chat with one of our certified diabetes educators.  They are available to answer your questions, provide feedback, and offer encouragement when you need it most.  
 
Questions?
Or if you’d like to know more about the OneTouch Reveal™ mobile app, please call OneTouch® Customer Care at 
1-866-693-0599 or visit www.OneTouch.com
 
*Feature only available when using the OneTouch Verio Reflect® meter
The Bluetooth® word mark and logos are registered trademarks owned by Bluetooth SIG, Inc., and any use of such marks by LifeScan Scotland Ltd. and its affiliates is under license.
Compatible with iOS 13 or later. Depending on your iOS device and version, screenshots in Help File may not match what you see in your app.
iOS is a trademark of Apple Inc., registered in the US and other countries. App Store™ is a service mark of Apple Inc.",123582464,Free,"HR,CS,NL,EN,FR,DE,HU,IT,JA,PL,PT,SL,ES,VI",Medical,"LifeScan, Inc.",OneTouch Reveal,73435.0
1,35,Azumio Inc.,4.82795,4+,USD,"RANKED #1 DIABETES APP FOR OVER 10 YEARS. 
- Track blood sugar, medication, A1C
- Log weight & blood pressure
- Track carb intake through our food database

Ranked #1 Diabetes iPhone Application by Manny Hernandez, Founder of TuDiabetes.com

As seen on American Diabetes Association's Forecast Magazine, NYTimes, Wired Magazine, DiabetesMine.com, MedGadget.com, Mendosa.com, Diabetes Health Magazine, JDRF Newsletters and MobiHealthNews. 

FEATURES:
- Easily log blood glucose, medication, meals, in one entry 
- Track trends in your blood sugar, insulin, weight, blood pressure, A1C, and more!
- Comprehensive 12-Week Diabetes Education Plan featuring 5-minute lessons perfect for learning on the go
- Meal IQ will help you make better food choices and better understand how your food impacts your blood sugar
- Add notes to your entries for future reference
- See changes in your blood sugar and carb intake on an hourly basis
- Log your meals using our extensive food database
- Automatically track your steps, walks, and other cardio activities
- Export your data into printable PDF reports and CSV files you can take to your healthcare provider
- Supports glucose units mg/dL and mmol/L
- Integrates with Dexcom (Devices & Apps -> Dexcom)
- Integrates with Apple Health App (Devices & Apps -> Apple Health Data)

Unlock additional features by subscribing to Premium! Features include:
- Automatic A1C calculator so you always know your long term management
- Custom tags to make logging easier for you
- Entry filter for better insights into your blood sugar
- Advanced graphs so you can easily identify trends in your glucose and medicine intake
- Report date range flexibility  
- No ad experience
- Complimentary premium access to top health and fitness apps such as Fitness Buddy for gym and home workouts, Calorie Mama for automatic calorie counting, and so much more!

Medical disclaimer: The content found within the Glucose Buddy app is provided for informational purposes only and is not intended as a medical device, or as a substitute for the medical advice of a trained physician.

We offer auto-renewable subscriptions with the following specifications:
- Subscriptions are for a 1 month or 12 month duration
- Subscriptions are $14.99 USD for 1 month or $39.99 USD for 1 year 
- Payment will be charged to your iTunes account at confirmation of purchase
- Account will be charged for renewal within 24-hours prior to the end of the current period. Subscription will auto-renew for the same price charged at start of subscription
- Subscription automatically renews unless auto-renew is turned off at least 24 hours before the end of the current period
- Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase
- No cancellation of the current subscription is allowed during active subscription period
- Any unused portion of a free trial period, if offered, will be forfeited when the user purchased a subcription to that publication
- Our privacy policy and terms of use: https://www.azumio.com/page/privacypolicy

Medical disclaimer: The content found within the Glucose Buddy app is provided for informational purposes only and is not intended as a medical device, or as a substitute for the medical advice of a trained physician. 

Note: Continued use of GPS running in the background can dramatically decrease battery life. 

The Glucose Buddy app integrates with the Agamatrix Jazz Wireless 2. This medical device has regulatory clearance in the US only. 

Privacy policy and terms of use: https://www.azumio.com/page/privacypolicy",238040064,Free,"AR,CA,CS,DA,NL,EN,FI,FR,DE,EL,HE,HU,ID,IT,JA,KO,MS,NB,PL,PT,RO,RU,ZH,SK,ES,SV,TH,ZH,TR,UK,VI",Medical,Tom Xu,Glucose Buddy Diabetes Tracker,20355.0
2,8,"Informed Data Systems, Inc.",4.50628,4+,USD,"One Drop is a free, award-winning app for people living with diabetes, prediabetes, high blood pressure, and high cholesterol. One Drop simplifies staying healthy, so that you can reach your full potential. Track all your health data in one place, join a supportive community, and explore health news, recipes, and tips.  
 
Join our community of nearly 3 million people worldwide reimagining what’s possible with One Drop. 
 
—
 
FREE FEATURES
 
HEALTH DATA TRACKING
Keep track of blood sugar, medications, meals, activity, weight, blood pressure, and more—all in one place. Daily, weekly, and monthly views show how close you are to reaching your goals. 
 
SUPPORTIVE COMMUNITY
Join a community of like-minded people who understand the ups and downs of managing a chronic condition. Share advice, find support, and get tips from other people on the journey.  

REMINDERS
Set reminders for glucose checks, blood pressure checks, weigh-ins, medications, exercise, meals, and more.
 
APPLE HEALTH® INTEGRATION
Sync data from thousands of apps via Health app, including: Fitbit, Dexcom, One Touch, Accu-Chek, Agamatrix, iHealth, Dario, Garmin, Nike+, Strava, Qardio, My Fitness Pal, Lose it!, Lark, Weight Watchers, Withings, and more.
 
APPLE WATCH APP
Track blood sugar, meds, meals, and activity using your Apple Watch. View your daily stats, including goal progress and in-range glucose readings.
 
WORLD’S LARGEST FOOD DATABASE
Search the library or scan barcodes to find foods. Build and save favorite meals for future use.
 
LATEST HEALTH NEWS
Visit the News tab for breaking health news, recipes, and tips on staying healthy.
 
BLUETOOTH-ENABLED GLUCOSE METER
One Drop also offers a Bluetooth-enabled glucose meter that sends readings to the One Drop app. Order all the test strips you need right from the app and get them delivered directly to your door. 
 
—
 
START YOUR DIGITAL MEMBERSHIP
Available for purchase in the app and at joinonedrop.com/getstarted.
 
ONE-ON-ONE COACHING
Get matched with a personal coach available to answer your questions, provide feedback, and offer encouragement. All One Drop coaches are certified health professionals with years of experience. 
 
INTERACTIVE TRANSFORMATION PLAN
Backed by behavioral science, One Drop’s transformation plans are designed by experts with you in mind. Through engaging infographics, prompts, commitment pledges, articles, and quizzes, you’ll learn everything you need to know to change your habits for good. Personalized plans are available for people with diabetes, prediabetes, high blood pressure, high cholesterol, or any combination.
 
HEALTH FORECASTING AND INSIGHTS
If you have type 2 diabetes, AI-powered technology predicts your future blood sugar levels. Receive personalized recommendations, so you can prevent problems.
 
-- 
 
MEMBER REVIEWS
 
“Diabetes is so much less stressful with One Drop! Thank you!” —KE
 
""Since starting One Drop, I'm down 22 pounds!""—CB
 
“I’m very excited! My A1C went from 10.7% a little over 4 months ago to 5.7% today!” —CM
 
“My coach doesn’t judge me. One of my biggest fears about going to the doctor is getting scolded, and my coach doesn’t do that.” —MC
 
--
 
DIGITAL MEMBERSHIP PRICING
One Drop offers an auto-renewing monthly subscription to a Digital Membership for $19.99/month.
 
Read more about our terms and conditions here:
End User License Agreement: https://onedrop.today/pages/mobile-eula
Privacy Policy: https://onedrop.today/pages/privacy-policy",305978368,Free,"AR,EN,FR,DE,IT,JA,PT,RU,ZH,ES,ZH",Health & Fitness,"Informed Data Systems, Inc",One Drop: Transform Your Life,18462.0
3,39,LabStyle Innovation Ltd,4.89235,12+,USD,"Wouldn't it be great if managing diabetes was easier? With the Dario Blood Glucose Monitoring System, it is. Say goodbye to bulky meters, finger-prick devices and annoying diabetic logbooks. Dario’s innovative meter puts everything at your fingertips by connecting directly to your iPhone. Plug in the Dario meter, apply one drop of blood to the test strip, and get your results to your online logbook in 6 seconds. 
 
SMART & SMALL
 The all-in-one Dario Blood Glucose Monitoring System combines the meter, lancet and test strips in a unit so small it can fit in your pocket. This makes it easy to keep with you, whether at home or on-the-go. With Dario, checking your blood glucose is quick, easy and discreet, one drop at a time. 
 
NEW! BLOOD PRESSURE MONITOR
Dario is more than just a diabetes tracker. As many people with diabetes also have hypertension, including up to 80% of people with type 2 diabetes, Dario also pairs with another health device: the Dario Blood Pressure Monitoring System. Record and store blood pressure measurements in the same logbook where you record sugar levels for a more complete perspective of your health. Monitor these two medical conditions together for better condition control and share with your doctor. Develop healthier habits and to live better every day with Dario.
 
THE DARIO DIFFERENCE
Dario makes it easy to see your medical trends and build better health habits according to your results. With insights gained through the Dario app, you may learn which foods and activities lead to better results. You can see how following a treatment plan improves your blood pressure results. Getting this positive reinforcement in real time is a powerful motivator! One drop is all it takes to see where you stand with this innovative diabetes tracker.
 
SIMPLE SHARING
Keep your healthcare providers and family members up to date on your diabetes measurements. One click and you can share all the health data and logbooks in the Dario app with anyone you like. 
 
COUNT CARBS & TRACK ACTIVITY
Keeping count of carbohydrate intake can be a challenge, but Dario does the math for you! Simply tag which foods you ate, and Dario will automatically calculate your carbs. With time, you may even start spotting patterns between the foods you’ve eaten and your sugar results and learn how to choose foods that your body responds to better. The same goes for activity. With Dario, you can keep a record of your daily exercise (even washing the dishes!) and see if your habits influence your glucose levels. And Dario integrates with the Apple HeatlhKit, so your exercise, nutrition, and health data is recorded in one easy to access location. The results of this diabetes tracker may surprise you!
 
DARIO ACCURACY
Dario has been tested extensively to ensure it meets FDA guidance for accuracy, that 95% of measurements are within ±15% of a true lab-tested value. This means you can be assured that the Dario meter will provide results you can trust. Dario has also presented numerous scientific studies to the ADA, demonstrating how its system helps improve life for people with diabetes.
 
HYPO ALERT SYSTEM WITH GPS LOCATOR
Dario can be a lifesaver because when a hypo strikes, time is of the essence! Dario's hypo alert system with GPS location can help bring you peace of mind. Simply connect the Dario meter to your smartphone, and upon recording a dangerously low glucose reading, the Dario app will send a prepared text message with the current blood sugar reading and GPS location, to up to 4 emergency contacts.

The information provided is not intended to be used for medical diagnosis or treatment or as a substitute for professional medical advice. Please consult your physician or qualified health provider regarding your condition and appropriate medical treatment. Individual symptoms, situations and circumstances may vary.",192622592,Free,"AR,MY,KM,CS,DA,NL,EN,ET,FI,FR,DE,HE,HI,ID,IT,JA,KO,LO,MS,NB,PL,PT,RU,ZH,ES,SV,TH,ZH,UK,VI",Medical,LabStyle Innovation Ltd,Dario Health,16423.0
4,20,Adappt LLC,4.6955,4+,USD,"Glucose Tracker is built for tracking blood sugar, A1C, medications and more. This makes it easy to identify trends and retain your data. It is simple to continue tracking weight and blood pressure. You can also schedule reminders to ensure that you are diligent about checking your blood sugar. Whether you have diabetes or prediabetes, this app makes it easy to track your blood glucose levels.

The app also tracks what time of day you are checking your blood sugar, such as first thing in the morning, before a meal, or before bed. You can also add a note to each record.

Glucose Tracker also allows you to track insulin, medication, A1C, blood pressure, carbohydrates, weight and ketones. It is a comprehensive app for both diabetics and prediabetics. You can also sync data between devices, export a report for a loved one or a health care professional, and even view a graph of your data. The app also has configurable reminders to check your blood glucose levels. This helps you make sure to check these levels to stay in control of your diabetes. Tracking has never been easier.

Glucose Tracker integrates with HealthKit by writing all inputted entries to the Health app.

Be in charge of your diabetes! Blood sugar tracking has never been this easy!

This diabetes tracker also has an estimated A1C level. Please note that this is just an estimate and should never be used for diagnostic purposes.",47889408,Free,"EN,FR,DE,IT,PT,ZH,ES,ZH",Medical,Adappt LLC,Glucose - Blood Sugar Tracker,15363.0
5,28,mySugr GmbH,4.65076,4+,USD,"Get help with managing your diabetes, it's quick and easy!

Ranked the Top Diabetes App by Healthline 3 times. Featured in Forbes, TechCrunch, and The Washington Post.

Adding the mySugr Diabetes App to your daily routine with diabetes (Type 1, Type 2, or Gestational diabetes) will make your life easier. 

The mySugr diabetes app is your loyal and free diabetes logbook, which keeps your diabetes data under control. With one app you'll have:

• Easy and personalized dashboard (diet, meds, carb intake, blood glucose levels and more).
• Insulin/Bolus calculator with precise insulin dose recommendations (Limited to some countries using mySugr PRO).
• See clear blood sugar level graphs.
• Estimated HbA1c at a glance, no more surprises.
• Daily, weekly, and monthly reports, that you can share directly with your doctor.
• Secure data backup (built with regulatory compliance, quality, and safety).

Make diabetes suck less.

1. APP FEATURES
It auto-logs your data plus you can collect your daily therapy info such as meals, your diet and carb intakes. Also, medications you take, blood glucose levels and insulin levels.

2. INTEGRATIONS
• Steps, activity, blood pressure, CGM data, weight, and more.
• Accu-Chek® Aviva Connect; Accu-Chek® Performa Connect; Accu-Chek® Guide (activate mySugr PRO for no charge! Please see our FAQ on the website for the latest information).
• Apple Health®

3. PRO FEATURES
Take your diabetes therapy to the next level! mySugr PRO can be activated at no charge with some Accu-Chek® devices or with a monthly or yearly paid subscription.
• Smart search: build your own searchable database of places, meals, activity, tags, etc.
• Insulin Calculator (check available countries): calculate your insulin dose, corrections, and meal shots.
• PDF & Excel reports: save or print all your data for you or your doctor.
• Blood glucose reminders: you won't forget to check and log.
• Meal photos: snap your meals to improve your carb counting.
• Basal rates: for pump users.

Get it now! A clear logbook to monitor, control and manage your diabetes: all your medical information right on your smartphone and ready to be used! Stay on top of your health, monitor your carbs, manage your medicine intake with Bolus Calculator (mySugr PRO), get help avoiding hypers/hypos, and be in control of your diabetes therapy every day!

SUPPORT:
We are always working to make the mySugr Diabetes App better, and we need your feedback! Have a problem, criticism, question, suggestion, or praise? 

Get in touch at:
• mysugr.com
• support@mysugr.com

https://legal.mysugr.com/documents/GENERAL_TERMS_OF_SERVICE_US/current.html
https://legal.mysugr.com/documents/privacy_policy_us/current.html

Upgrading to mySugr PRO will charge your App Store account. Your subscription automatically renews unless canceled at least 24 hours prior to the end of the current period. The cancellation of the current active subscription period is not allowed. Your subscription and auto-renewal options can be managed in Account Settings in the App Store settings after purchase.",91116544,Free,"BG,CS,DA,NL,EN,ET,FI,FR,DE,EL,IT,LV,LT,NB,PL,PT,RO,RU,SK,SL,ES,SV,TR",Medical,mySugr GmbH,mySugr - Diabetes Tracker Log,9037.0
6,1,"Sugarmate, LLC",4.82069,4+,USD,"Sugarmate is a companion app for users of the Dexcom G4/G5/G6 continuous glucose monitoring system. It works great for both the CGM wearer or follower.

Why use Sugarmate with your CGM?

Peace of Mind
- Automatically text message family and friends (with GPS coordinates) when glucose levels get urgently low (Disclaimer: Continued use of GPS running in the background can dramatically decrease battery life)
- Receive a phone call when glucose levels go below normal while you're sleeping (even when your phone is in Do Not Disturb mode)
- Steady Above Normal, Predictive High, and Predictive Low notifications with customizable alert sounds

Motivation
- Over 30 customizable tiles, including a mini-graph and other stats such as time in range, GMI (& est. A1c), bedtime/wake averages, unicorn counts, % in range/low/high, total insulin, total carbs, and many more
- Daily stats
- Generate and email spreadsheet reports with graphs, stats and all readings, activity and notes

Readings Everywhere
- Display readings continuously on your watch, or even in your car (using Sugarmate's calendar functionality)
- Real-time syncing across all of your devices, including the Sugarmate Mac and web apps
- Today Widget with real time stats and graphs for your lockscreen
- Siri Shortcuts: just say ""what's my sugar"", ""add insulin"", ""lookup food"" and more

Advanced Tracking
- Built-in nutritional food lookup, with voice recognition, food imagery, and barcode scanning
- An infinitely scrolling history of all of your sugar levels and activity. Pinch to zoom, or rotate your phone to enlarge
- Apple Health: two-way syncing, plus automatically creates walk/jog/run events based on your steps
- Offline saving so you can still log while out of service

And more
- Easy setup: follow the instructions to add Sugarmate as a Follower (using only one Follow slot for everyone)
- Themes: make the app more personal by picking your own color scheme
- Multi-user support: manage 2+ people's sugar levels on one phone or Apple Watch

The data displayed in this app is for informational purposes and should not be used to make medical decisions of any kind. Please see our Terms of Use on our website for more details.

The Sugarmate Platform is not intended to modify data received from the continuous glucose monitor system. Nor is it intended to instruct, or to transmit information to the continuous glucose monitor system.

The Sugarmate Platform is not intended to serve as a replacement for a primary display device for a continuous glucose monitoring system.

Dosing decisions should not be made based on this device. The user should follow instructions on the continuous glucose monitoring system. This device is not intended to replace self-monitoring practices as advised by a physician.

This application is not owned by or affiliated with Dexcom.

This application is not owned by or affiliated with the Nightscout Project.",145726464,Free,"NL,EN,FR,IT,PT",Medical,"Sugarmate, LLC",Sugarmate,7674.0
7,26,Dexcom,4.50211,4+,USD,"Dexcom CLARITY is a diabetes management application for CGM users. It provides relevant insights into users’ retrospective glucose values, patterns, and trends over time.

Dexcom CLARITY is an important part of your Dexcom CGM system. It can help you identify glucose patterns and, with your healthcare professional, determine the potential causes of those patterns.

Dexcom CLARITY users experience up to 15% increased time in range (70-180mg/dL) as compared to non-users.*

Log in with your Dexcom account to:
•	Keep tabs on your time in range, patterns and other key metrics.
•	Allow clinics to access to your data and reports to make appointments more efficient.
•	Set Time in Range goals.
•	Turn on daily or weekly notifications and emails.
•	View, save, print, and email all reports.
•	Connect to partner apps for more features and benefits.

This app store should not be used as your first point of contact to resolve technical or customer services issues. In order to protect your privacy and personal information, and promptly resolve any technical or customer services issues you are having with any Dexcom product, please contact 1-888-738-3646.

Dexcom is required to follow up with customers regarding product-related complaints. If Dexcom determines that your comment/complaint requires follow up, a technical support representative will attempt to contact you to gather more information regarding your comment/complaint.

*Parker AS, Welsh J, Jimenez A, Walker T. Insights from big data (2): Benefits of self-guided retrospective review of continuous glucose monitoring reports. Diabetes Technol Ther. 2018;20(S1):A-27.",25407488,Free,"AR,BG,CS,DA,NL,EN,ET,FI,FR,DE,HE,HU,IT,JA,KO,LV,LT,NB,PL,PT,SK,SL,ES,SV,TR",Medical,"DexCom, Inc.",Dexcom CLARITY,2846.0
8,6,Abbott Labs,3.0119599999999997,4+,USD,"The FreeStyle LibreLink app allows you to monitor your glucose with your iPhone. [1] Check your glucose by holding your iPhone near your FreeStyle Libre Sensor. The App is compatible with both 10-day and 14-day Sensors.

You can use the App to:

* Check your glucose with a painless scan, instead of a routine fingerstick [1]
* View your current glucose reading, trend arrow, and glucose history
* Add notes to track your food, insulin use, and exercise
* See glucose reports, including your Ambulatory Glucose Profile
* Connect to healthcare professionals with LibreView [2]

SMARTPHONE COMPATIBILITY
Compatibility may vary between phones and operating systems. Learn more about compatible phones at http://FreeStyleLibre.us

USING YOUR APP AND FREESTYLE LIBRE READER WITH THE SAME SENSOR
If you would like to use both the FreeStyle Libre Reader and the App with the same Sensor, you need to start the Sensor with the Reader first and then scan with your iPhone. Note that FreeStyle LibreLink and Readers do not share data with each other. For complete information on a device, scan your Sensor every 8 hours with that device; otherwise, your reports will not include all your data.

APP INFORMATION
FreeStyle LibreLink is intended for measuring glucose levels in people with diabetes when used with a FreeStyle Libre Sensor. For more information on how to use FreeStyle LibreLink, refer to the User’s Manual, which can be accessed through the App.

Learn more about FreeStyle LibreLink at http://FreeStyleLibre.us

[1] If you are using the FreeStyle LibreLink app, you must also have access to a blood glucose monitoring system as the App does not provide one. Fingersticks are required for treatment decisions when you see the Check Blood Glucose symbol, when symptoms do not match system readings, when you suspect readings may be inaccurate, or when you experience symptoms that may be due to high or low blood glucose.

[2] Use of the FreeStyle LibreLink app requires registration with the LibreView system, which is provided by Abbott and Newyu, Inc.

The circular shape of the sensor housing, FreeStyle, Libre, and related brand marks are marks of Abbott.  For additional legal notices and terms of use, go to http://FreeStyleLibre.us

Before using the App, review product labeling and the interactive tutorial at https://www.freestyle.abbott/us-en/support/overview.html#app",49942528,Free,"AR,DA,NL,EN,FI,FR,DE,EL,HE,IT,JA,KO,NB,NN,PL,PT,RU,ZH,ES,SV,ZH,TR",Medical,Abbott Diabetes Care Inc,FreeStyle LibreLink - US,2007.0
9,29,Rafal Platek,4.5027,12+,USD,"Glycemic Index & Load Diet Assistant is an app that lets you easily browse, search for, and display the Glycemic Index for different foods. The application also helps in keeping a body weight and blood glucose levels measurement logs. Additionally you can access Glycemic Load and carbohydrates contents in foods. There's also a calculator of the Glycemic Load in a given serving. Knowing these values and following a low-carb diet like Montignac, Paleo, Atkins, low-GI and similar, helps avoid weight gain or obesity and lower the risk of diabetes, coronary heart and age-related health diseases.

Do you want to eat smart?

+ know good food
+ eat smart
+ follow low-carb diets or keto diets
+ control your weight
+ prevent diseases like diabetes
+ fight weight gain, overweight and obesity
+ have the Glycemic Load, Index and carbs data always at hand
+ backup or sync with other devices

The free features of the app are:

+ Glycemic Index foods tables
+ Favorite and recent food + search feature
+ Weight tracking with statistics and beautiful charts
+ Glucose tracking with statistics and beautiful charts
+ BMI calculator

We keep this app free by showing ads. If you want to remove ads or utilize the other exciting features like below, you can have them for a small fee. 

+ Glycemic Load list
+ Carbohydrates content list
+ Fiber content in foods and net carbs calculator
+ Fiber content in foods and net carbs calculator
+ Meal content calculator
+ Food diary to keep track of your food, glycemic load and carbs consumption
+ Statistics with averages for daily, weekly, monthly and yearly periods
+ Beautiful charts of the GL and carbs consumption over time
+ Weight tracking with statistics and beautiful charts
+ Future additions to the food tracker, charting and stats
+ Import/export all your data to/from cloud storage
+ No more ads!

So, do you know what you eat? Find out now! Install the app and use it to take control of your health.

GI means Glycemic Index. It is a number associated with a particular type of food to indicate the food's effect on a person's blood glucose (blood sugar) level. The number typically ranges between 50 and 100, where 100 represents pure glucose, an equivalent amount of pure glucose.

The Glycemic Load (GL) of food is a number that estimates how much the food will raise a person's blood glucose level after eating it. It can be used to apply the Glycemic Index to dieting by connecting the GI number with carbohydrates content in a given serving. It gives an estimation on how much a serving size of food is likely to increase blood-sugar levels.

Net carbs are total carbs minus fiber which is indigestible thus it is considered not to raise blood sugar levels.

BMI is used to assess health risks and body structure but does not take in consideration muscular mass so it can sometimes be inaccurate, for instance in the case of athletes or pregnant women.





Additional information regarding in-app purchases

The app includes optional in-app purchases. Some may be auto-renewable subscription based IAP which in simple terms means that:

* Payment will be charged to your iTunes account at confirmation of purchase and will automatically renew (at the duration/price selected) unless auto-renew is turned off at least 24 hrs before the end of the current period.
* Account will be charged for renewal within 24-hours prior to the end of the current period
* Current subscription may not be cancelled during the active subscription period; however, you can manage your subscription and/or turn off auto-renewal by visiting your iTunes Account Settings after purchase.
* Any unused portion of the free one month initial period will be forfeited when you purchases a subscription.
* Link to privacy and terms of use https://www.creamsoft.com/mobile/terms-and-privacy-mygi-en.html",10054656,Free,"NL,EN,FI,FR,DE,HU,ID,IT,PL,PT,RU,ZH,ES,ZH,TR",Medical,Rafal Platek,Glycemic Index Load Net Carbs,1854.0
